,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,1595.7727067658004,503.3781364380805,0.0,256.3434027708765,137.71967732999653,412.071320161635,234.8806524921436,1584.0606383428258,51.182904602806644,2.649160774176344,0.05383497278431454
