,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,1518.6888768262038,442.6276850178242,0.0,256.3434027708765,137.7196773299955,270.0000000000105,153.89999999999736,1784.7803684903654,37.46434797705355,0.0,0.050246936278065785
