,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999576,269.72175854055826,153.74140236812576,1784.2684918027912,37.45534433965319,0.0,0.049695239307949175
