,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.7196773299952,269.8512672528001,153.81522233410354,1784.5399471841708,37.46504201894584,0.0,0.05024693616183438
