,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll,phsp_d,battery4p_d,phsvolume,battery4volume
0,81.90997833559526,39.2184806871873,0.0,7.5,12.855,38.53344485905596,21.964063569661896,33.831004897413166,7.2,0.0,4.892771196720631,5.2,0.0,135.5,0.0
