,Hourly energy generation in TWh ->,,,,,,,,,,,,,,,,Consumption ->,,,Storage input ->,,,,State of charge ->,,,,Cost ->,,
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,electricity_demand,ElecStr1,ElecStr4,Pump,hydrogen,ElecStr1,ElecStr4,Pump,hydrogen,elec_balance_dual_values,marginal_cost_of_ocgt,marginal_cost_of_ccgt
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,electricity_demand,battery1,battery4,phs,hydrogen,battery1,battery4,phs,hydrogen,,,
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-se,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GW-e,GW-e,GW-e,GW-th,GWh-e,GWh-e,GWh-e,GWh-th,Euros/MWe,Euros/MWe,Euros/MWe
6242,1.9,6.49,25.96,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.81,0.0,0.0,0.0,4.57,46.34,0.0,0.0,0.0,0.0,21.53,0.0,0.0,9962.53,40.55,40.55,40.55
6243,1.84,6.44,25.65,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,4.96,0.0,2.49,0.0,0.0,0.0,4.57,44.52,0.0,0.0,0.0,0.0,17.3,0.0,0.0,9957.96,40.55,40.55,40.55
6244,1.8,6.31,24.77,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,2.95,0.0,0.0,0.0,4.57,43.91,0.0,0.0,0.0,0.0,14.54,0.0,0.0,9953.4,40.55,40.55,40.55
6245,1.78,6.0,23.95,0.04,0.0,3.09,0.0,0.0,0.0,0.0,0.0,4.96,0.0,4.21,0.0,0.0,0.0,4.57,44.04,0.0,0.0,0.0,0.0,11.26,0.0,0.0,9948.83,40.55,40.55,40.55
6246,1.79,5.57,21.53,5.13,0.0,3.07,0.0,0.0,0.0,0.0,0.0,4.96,0.0,5.93,0.0,0.0,0.0,4.57,47.99,0.0,0.0,0.0,0.0,6.59,0.0,0.0,9944.27,40.55,40.55,40.55
6247,1.83,5.03,19.75,18.32,0.0,3.28,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,53.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,9939.7,15.53,15.53,15.53
6248,1.99,5.09,22.64,34.33,0.0,3.43,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.25,0.0,56.45,2.32,0.0,0.0,5.68,0.15,0.0,0.0,9935.13,15.53,15.53,15.53
6249,2.14,5.15,24.7,47.94,0.0,3.46,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,7.57,0.0,59.31,6.55,0.0,12.39,3.01,2.24,0.0,0.0,9940.82,15.53,15.53,15.53
6250,2.32,5.44,26.03,57.41,0.0,3.42,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,25.78,0.0,60.97,0.0,0.0,4.25,21.21,8.13,0.0,11.15,9943.82,15.53,15.53,15.53
6251,2.6,6.09,27.46,61.42,0.0,3.28,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,62.15,6.55,0.0,1.26,22.34,8.13,0.0,14.97,9965.04,15.53,15.53,15.53
6252,2.91,7.05,29.49,61.61,0.0,3.33,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,19.76,0.0,64.07,6.55,0.0,12.39,15.2,14.02,0.0,16.1,9987.37,15.53,15.53,15.53
6253,3.2,8.01,32.04,56.79,0.0,3.26,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,20.95,0.0,67.94,0.0,0.0,12.39,16.38,19.92,0.0,27.25,10002.57,15.53,15.53,15.53
6254,3.41,8.65,34.17,47.55,0.0,3.2,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.66,0.0,71.45,6.55,0.0,12.39,4.09,19.92,0.0,38.4,10018.95,15.53,15.53,15.53
6255,3.61,9.39,36.01,33.15,0.0,3.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.19,0.0,71.44,6.55,0.0,0.0,4.62,25.81,0.0,49.55,10023.05,15.53,15.53,15.53
6256,3.71,9.83,35.63,16.6,0.0,3.22,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,68.9,5.04,0.0,0.0,0.0,31.7,0.0,49.55,10027.67,15.53,15.53,15.53
6257,3.61,9.77,33.01,2.96,0.0,3.32,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,8.37,0.0,4.57,66.01,0.0,0.0,0.0,0.0,36.24,0.0,49.55,10023.1,19.18,19.18,19.18
6258,3.63,10.09,32.89,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,11.98,0.0,4.57,67.1,0.0,0.0,0.0,0.0,36.24,0.0,40.74,10018.53,19.18,19.18,19.18
6259,3.82,10.45,32.49,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.22,0.0,12.09,0.0,4.57,70.84,0.0,0.0,0.0,0.0,36.24,-0.0,28.13,10013.97,19.18,19.18,19.18
6260,3.96,11.28,32.5,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,4.96,0.0,1.79,-0.0,12.39,0.0,4.57,70.85,0.0,0.0,0.0,0.0,32.66,-0.0,15.4,10009.4,19.18,19.18,19.18
6261,3.97,12.34,33.65,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,1.15,0.0,4.57,67.2,0.0,0.0,0.0,0.0,30.68,0.0,2.36,10004.84,19.18,19.18,19.18
6262,3.9,13.16,35.88,0.0,0.0,3.65,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,1.09,0.0,4.57,62.65,0.0,0.0,0.0,0.0,22.68,0.0,1.15,10000.27,19.18,19.18,19.18
6263,3.74,13.56,38.02,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.73,1.84,60.19,0.0,0.0,0.0,0.0,22.68,-0.0,0.0,9995.7,15.53,15.53,15.53
6264,3.56,13.62,39.23,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.79,0.0,55.82,0.0,0.0,0.0,2.22,22.68,-0.0,0.0,9993.86,15.53,15.53,15.53
6265,3.4,13.61,39.9,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.12,0.0,51.61,6.55,0.0,0.0,0.56,22.68,-0.0,0.0,9996.09,15.53,15.53,15.53
6266,3.22,13.37,40.85,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.71,0.0,45.89,0.0,0.0,0.0,10.15,28.57,-0.0,0.0,9996.64,15.53,15.53,15.53
6267,2.98,12.43,40.68,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.13,0.0,44.2,0.0,0.0,0.0,10.56,28.57,-0.0,0.0,10006.79,15.53,15.53,15.53
6268,2.65,11.07,39.22,0.0,0.0,3.38,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,13.27,0.0,43.59,0.0,0.0,0.0,8.7,28.57,0.0,0.0,10017.35,15.53,15.53,15.53
6269,2.32,9.62,38.06,0.05,0.0,3.18,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.66,0.0,43.98,0.0,0.0,0.0,6.1,28.57,0.0,0.0,10026.05,15.53,15.53,15.53
6270,2.06,8.85,33.02,6.54,0.0,3.13,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,3.05,1.52,47.94,6.55,0.0,0.0,0.0,28.57,0.0,0.0,10032.15,15.53,15.53,15.53
6271,1.81,8.25,29.33,23.02,0.0,3.16,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.28,0.0,52.95,6.55,0.0,0.0,3.72,34.46,0.0,0.0,10030.63,15.53,15.53,15.53
6272,1.67,7.62,35.58,41.16,0.0,3.21,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.13,0.0,56.42,6.55,0.0,12.39,9.57,40.36,0.0,0.0,10034.35,15.53,15.53,15.53
6273,1.54,6.21,35.65,54.73,0.0,3.21,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.05,0.0,59.29,6.55,0.0,12.39,16.49,46.25,0.0,11.15,10043.92,15.53,15.53,15.53
6274,1.47,5.55,33.01,62.13,0.0,3.46,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,25.37,0.0,60.94,6.55,0.0,9.26,20.8,52.14,0.0,22.3,10060.4,15.53,15.53,15.53
6275,1.47,5.37,31.54,65.36,0.0,3.28,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,22.99,0.0,62.39,6.55,-0.0,12.39,18.43,58.04,0.0,30.63,10081.2,15.53,15.53,15.53
6276,1.58,5.13,30.59,64.01,0.0,3.14,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,64.16,6.55,-0.0,2.84,22.34,63.93,0.0,41.78,10099.63,15.53,15.53,15.53
6277,1.75,5.06,29.78,58.68,0.0,3.24,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.74,0.0,67.93,6.55,0.0,0.0,17.17,69.82,-0.0,44.33,10121.97,15.53,15.53,15.53
6278,1.94,5.02,29.14,49.4,0.0,3.19,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,16.67,0.0,71.44,0.0,0.0,0.0,12.1,75.72,0.0,44.33,10139.14,15.53,15.53,15.53
6279,2.15,4.81,27.11,35.13,0.0,3.21,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,0.0,4.57,71.57,0.0,0.0,5.8,0.0,75.72,0.0,44.33,10151.24,15.53,15.53,15.53
6280,2.28,4.62,23.26,17.73,0.0,3.24,0.0,0.0,0.0,0.0,0.0,4.96,5.64,7.2,0.0,0.0,0.0,14.47,68.94,0.0,0.0,0.0,0.0,75.72,0.0,49.55,10146.68,40.55,40.55,40.55
6281,2.35,5.0,21.03,2.91,0.0,3.16,1.3,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,6.86,0.0,24.57,66.17,0.0,0.0,0.0,0.0,67.72,0.0,49.55,10132.21,40.55,40.55,40.55
6282,2.48,5.26,21.07,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,11.66,0.0,24.57,67.16,0.0,0.0,0.0,0.0,59.72,0.0,42.33,10107.64,40.55,40.55,40.55
6283,2.68,5.18,19.47,0.0,0.0,3.39,12.86,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,3.78,0.0,24.57,70.9,0.0,0.0,0.0,0.0,51.72,0.0,30.05,10083.08,40.55,40.55,40.55
6284,2.9,5.43,17.11,0.0,0.0,3.56,6.0,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,12.39,0.0,24.57,70.95,0.0,0.0,0.0,0.0,43.72,0.0,26.08,10058.51,40.55,40.55,40.55
6285,3.14,6.48,15.73,0.0,0.0,3.46,2.56,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,12.39,0.0,24.57,67.31,0.0,0.0,0.0,0.0,35.72,0.0,13.04,10033.94,40.55,40.55,40.55
6286,3.33,8.03,16.03,0.0,0.0,3.43,8.46,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,0.0,0.0,24.57,62.84,0.0,0.0,0.0,0.0,27.72,0.0,0.0,10009.38,40.55,40.55,40.55
6287,3.49,9.49,17.91,0.0,0.0,3.34,2.58,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,0.0,0.0,24.57,60.38,0.0,0.0,0.0,0.0,19.72,0.0,0.0,9984.81,40.55,40.55,40.55
6288,3.56,10.57,21.06,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,4.96,5.69,7.2,0.0,0.0,0.0,14.54,56.16,0.0,0.0,0.0,0.0,11.72,0.0,0.0,9960.25,40.55,40.55,40.55
6289,3.6,11.57,25.54,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.35,0.0,0.0,0.0,4.57,52.17,0.0,0.0,0.0,0.0,3.72,0.0,0.0,9945.71,19.18,19.18,19.18
6290,3.68,12.45,30.61,0.0,0.0,2.98,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.25,0.0,46.35,0.0,0.0,0.0,1.68,0.0,0.0,0.0,9941.14,15.53,15.53,15.53
6291,3.7,12.97,34.72,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,11.04,0.0,44.49,0.0,0.0,0.0,6.48,0.0,0.0,0.0,9942.83,15.53,15.53,15.53
6292,3.68,13.26,37.13,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,13.71,0.0,43.65,0.0,0.0,0.0,9.15,0.0,0.0,0.0,9949.3,15.53,15.53,15.53
6293,3.66,13.48,38.44,0.04,0.0,2.95,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.61,0.0,44.04,0.0,0.0,0.0,10.05,0.0,0.0,0.0,9958.45,15.53,15.53,15.53
6294,3.6,13.43,35.68,7.16,0.0,2.88,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.74,0.0,48.07,0.0,0.0,0.0,10.17,0.0,0.0,0.0,9968.5,15.53,15.53,15.53
6295,3.43,12.88,26.05,25.62,0.0,2.8,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,17.05,0.0,53.01,0.0,0.0,0.0,12.48,0.0,0.0,0.0,9978.67,15.53,15.53,15.53
6296,3.39,13.23,26.25,43.51,0.0,2.75,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,56.49,1.73,0.0,0.0,22.34,0.0,-0.0,0.0,9991.15,12.58,12.58,12.58
6297,3.47,14.99,35.93,56.83,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,59.39,6.55,0.0,5.51,22.34,1.55,0.0,0.0,10013.49,-0.0,-0.0,-0.0
6298,3.6,15.52,37.05,64.98,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,61.13,6.55,0.0,12.39,22.34,7.45,0.0,4.96,10035.83,-0.0,-0.0,-0.0
6299,3.68,15.44,36.9,68.63,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,62.51,6.55,0.0,12.39,22.34,13.34,0.0,16.1,10058.16,-0.0,-0.0,-0.0
6300,3.71,15.23,37.46,67.73,0.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,64.06,6.55,-0.0,12.39,22.34,19.23,0.0,27.25,10080.5,-0.0,-0.0,-0.0
6301,3.72,15.17,38.47,62.32,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,67.74,6.55,0.0,12.39,22.34,25.13,0.0,38.4,10102.84,-0.0,-0.0,-0.0
6302,3.7,15.11,39.41,52.38,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,26.9,0.0,71.24,6.55,0.0,0.0,22.34,31.02,0.0,49.55,10125.18,10.0,10.0,10.0
6303,3.6,14.82,39.53,37.62,0.0,2.59,0.0,0.0,0.0,0.0,0.0,4.96,0.0,3.98,0.0,0.0,26.8,0.0,71.36,0.0,0.0,0.0,22.24,36.91,0.0,49.55,10147.51,15.53,15.53,15.53
6304,3.38,14.24,36.72,19.48,0.0,2.58,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,24.04,0.0,68.89,0.0,0.0,0.0,19.48,32.49,0.0,49.55,10169.75,15.53,15.53,15.53
6305,3.08,14.0,39.45,3.18,0.0,2.62,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,15.45,0.0,66.28,0.0,0.0,0.0,10.88,24.49,0.0,36.51,10189.23,15.53,15.53,15.53
6306,2.88,14.71,48.16,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,9.91,17.27,0.0,67.48,0.0,0.0,0.0,12.7,16.49,0.0,23.47,10200.11,15.53,15.53,15.53
6307,2.75,14.93,53.78,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,20.64,0.0,71.29,0.0,0.0,0.0,16.08,8.49,0.0,13.04,10212.81,15.53,15.53,15.53
6308,2.61,14.71,56.93,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.28,0.0,71.37,0.0,0.0,0.0,3.71,0.49,0.0,0.0,10228.89,15.53,15.53,15.53
6309,2.48,14.95,59.5,0.0,0.0,3.29,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,13.12,0.0,67.7,0.0,0.0,0.0,8.55,0.49,0.0,0.0,10232.6,15.53,15.53,15.53
6310,2.48,15.23,61.1,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,17.9,0.0,63.08,0.0,0.0,0.0,13.34,0.49,0.0,0.0,10241.15,15.53,15.53,15.53
6311,2.7,15.66,62.03,0.0,0.0,3.31,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.2,0.0,60.39,0.0,0.0,0.0,16.63,0.49,-0.0,0.0,10254.49,15.53,15.53,15.53
6312,3.05,16.23,62.77,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,25.0,0.0,56.8,0.0,0.0,0.0,20.43,0.49,-0.0,0.0,10271.12,15.53,15.53,15.53
6313,3.35,16.31,62.9,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,26.9,0.0,52.5,1.79,0.0,0.0,22.34,0.49,-0.0,0.0,10291.55,12.58,12.58,12.58
6314,3.61,16.7,63.86,0.0,0.0,2.46,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,-0.0,0.0,26.9,0.0,46.72,6.55,0.0,0.0,22.34,2.1,-0.0,0.0,10313.89,10.0,10.0,10.0
6315,3.78,16.91,64.1,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,26.9,0.0,44.8,6.55,-0.0,0.0,22.34,7.99,0.0,0.0,10336.23,10.0,10.0,10.0
6316,3.87,16.9,64.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,43.78,6.55,0.0,0.61,22.34,13.88,-0.0,0.0,10358.57,-0.0,-0.0,-0.0
6317,4.0,16.95,64.58,0.03,0.0,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,26.9,0.0,44.14,6.55,-0.0,12.39,22.34,19.78,-0.0,0.55,10380.9,0.0,0.0,0.0
6318,4.12,16.85,60.7,6.72,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,48.01,6.55,0.0,0.0,22.34,25.67,-0.0,0.0,10403.24,-0.0,-0.0,-0.0
6319,4.25,16.46,54.07,23.84,0.0,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,52.9,6.55,0.0,0.0,22.34,31.56,0.0,0.0,10425.58,-0.0,-0.0,-0.0
6320,4.52,16.53,58.29,41.72,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,56.3,6.55,0.0,0.0,22.34,37.46,0.0,0.0,10447.92,-0.0,-0.0,-0.0
6321,4.78,17.12,67.67,54.15,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,59.21,6.55,0.0,0.0,22.34,43.35,0.0,0.0,10470.25,-0.0,-0.0,-0.0
6322,4.91,17.67,73.93,62.36,0.0,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,60.73,6.55,0.0,0.0,22.34,49.24,0.0,0.0,10492.59,-0.0,-0.0,-0.0
6323,4.98,18.08,79.86,66.24,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,62.44,6.55,0.0,0.0,22.34,55.14,0.0,0.0,10514.93,-0.0,-0.0,-0.0
6324,4.99,18.45,84.95,65.9,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,63.55,6.55,0.0,12.39,22.34,61.03,0.0,0.0,10537.27,-0.0,-0.0,-0.0
6325,4.94,18.68,88.05,60.37,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,66.82,6.55,0.0,4.86,22.34,66.92,0.0,11.15,10559.6,-0.0,-0.0,-0.0
6326,4.84,18.71,87.98,48.12,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,69.83,6.55,0.0,12.39,22.34,72.82,0.0,15.53,10581.94,-0.0,-0.0,-0.0
6327,4.86,18.73,85.4,30.1,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,69.7,6.55,0.0,12.39,22.34,78.71,0.0,26.68,10604.28,-0.0,-0.0,-0.0
6328,4.81,18.69,83.02,12.75,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,66.87,6.55,0.0,12.39,22.34,84.6,0.0,37.83,10626.62,-0.0,-0.0,-0.0
6329,4.59,18.38,82.65,1.17,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.04,26.9,0.0,64.56,6.55,0.0,12.39,22.34,90.5,0.0,48.97,10648.95,0.0,0.0,0.0
6330,4.08,16.51,80.42,0.0,0.0,2.63,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.0,0.0,26.9,0.0,65.64,6.55,0.0,0.0,22.34,96.39,0.0,49.55,10671.29,10.0,10.0,10.0
6331,3.47,14.55,72.85,0.0,0.0,3.03,0.0,0.0,0.0,0.0,0.0,4.96,0.0,6.22,0.0,0.0,26.9,0.0,69.21,0.0,0.0,0.0,22.34,102.28,0.0,49.55,10693.63,15.53,15.53,15.53
6332,3.05,13.1,66.71,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,25.02,0.0,70.05,0.0,0.0,0.0,20.45,95.37,0.0,49.55,10715.97,15.53,15.53,15.53
6333,2.58,10.87,61.52,0.0,0.0,3.16,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,12.2,0.0,66.82,0.0,0.0,0.0,7.63,95.37,0.0,36.51,10736.42,15.53,15.53,15.53
6334,2.85,9.99,58.65,0.0,0.0,2.88,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,21.93,0.0,62.46,0.0,0.0,0.0,17.37,95.37,0.0,36.51,10744.05,15.53,15.53,15.53
6335,2.96,7.27,56.08,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,11.46,0.0,58.87,0.0,0.0,0.0,6.89,95.37,0.0,23.47,10761.41,15.53,15.53,15.53
6336,3.28,3.58,53.61,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,25.45,0.0,53.75,0.0,0.0,0.0,20.88,95.37,0.0,23.47,10768.31,15.53,15.53,15.53
6337,3.18,3.31,52.08,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,9.91,25.6,0.0,48.94,0.0,0.0,0.0,21.03,87.37,0.0,10.43,10789.19,15.53,15.53,15.53
6338,3.18,3.99,53.36,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.0,23.87,0.0,43.21,0.0,0.0,0.0,19.3,79.37,0.0,0.0,10810.22,15.53,15.53,15.53
6339,3.44,6.09,55.45,0.0,0.0,2.09,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,23.08,0.0,41.25,0.0,-0.0,0.0,18.52,71.37,0.0,0.0,10829.52,15.53,15.53,15.53
6340,3.78,8.69,57.44,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,40.19,0.7,0.0,0.0,22.34,71.37,0.0,0.0,10848.04,12.58,12.58,12.58
6341,3.94,10.88,59.35,0.02,0.0,1.97,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,40.18,5.07,0.0,0.0,22.34,72.0,0.0,0.0,10870.38,12.58,12.58,12.58
6342,3.95,12.37,58.04,3.89,0.0,2.14,0.0,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,26.9,0.0,40.42,6.55,0.0,0.0,22.34,76.57,0.0,0.0,10892.71,10.0,10.0,10.0
6343,3.85,12.74,53.15,14.9,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,42.23,6.55,0.0,0.0,22.34,82.46,0.0,0.0,10915.05,-0.0,-0.0,-0.0
6344,4.06,12.47,57.89,28.08,0.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,26.9,0.0,46.02,6.55,0.0,12.39,22.34,88.35,0.0,0.0,10937.39,-0.0,-0.0,-0.0
6345,4.29,12.72,65.62,38.96,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,49.94,6.55,0.0,12.39,22.34,94.25,0.0,0.0,10959.73,-0.0,-0.0,-0.0
6346,4.47,12.97,67.78,45.05,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,52.45,6.55,0.0,0.0,22.34,100.14,0.0,11.15,10982.06,-0.0,-0.0,-0.0
6347,4.57,13.02,66.08,48.12,0.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,55.16,6.55,0.0,6.65,22.34,106.03,0.0,11.15,11004.4,-0.0,-0.0,-0.0
