,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999536,269.9650028933491,153.88005164921756,1784.495303820345,37.480561694677405,0.0,0.05024693616183438
