,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999565,269.9894883404492,153.89400835406408,1784.476176353604,37.482543686415205,0.0,0.05024693616183438
