,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999536,269.70261541609955,153.73049078718483,1784.2996317599614,37.465928707051425,0.0,0.05024693616183438
