,Generation ->,,,,,,,,,,,,,,,,Consumption ->,,,,Storage input ->,,,,State of charge ->,,,,Dual Value,Reserves ->
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,SC,electricity_demand,pump,elecStr1,elecStr4,hydrogen,pump,elecStr1,elecStr4,hydrogen,elec balance,lake,phs,ocgt,ccgt,nuc,h2_ccgt,SC
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,synchronous condenser,electricity_demand,phs,battery1,battery4,hydrogen,phs,battery1,battery4,hydrogen,,lake and reservoirs,pumped hydroelectric energy storage,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,synchronous condenser
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GWe,GWe,GWe,GWth,GWe,GWe,GWe,GWth,Euros/MWe
0,4.99,17.3,61.4,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,20.6,0.0,0.0,77.18,0.0,0.0,0.0,16.04,132.63,0.0,49.55,13732.85,67.79,0.0,7.2,1.18,0.0,0.0,0.0,0.0
1,5.16,17.6,63.35,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,7.46,21.18,0.0,0.0,73.64,0.0,0.0,0.0,16.61,132.63,0.0,36.51,13748.89,67.79,0.0,7.2,1.14,0.0,0.0,0.0,0.0
2,5.22,17.6,64.56,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,20.42,0.0,0.0,68.34,0.0,0.0,0.0,15.85,132.63,0.0,28.66,13765.5,67.79,0.0,7.2,1.09,0.0,0.0,0.0,0.0
3,5.22,17.47,64.99,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,22.28,0.0,0.0,66.02,0.0,0.0,0.0,17.71,132.63,0.0,28.66,13781.36,67.79,0.0,7.2,1.06,0.0,0.0,0.0,0.0
4,5.16,17.04,64.65,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,23.4,0.0,0.0,63.55,0.0,0.0,0.0,18.84,132.63,0.0,28.66,13799.07,67.79,0.0,7.2,1.03,0.0,0.0,0.0,0.0
5,5.11,16.65,64.95,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,24.91,0.0,0.0,61.35,0.0,0.0,0.0,20.34,132.63,0.0,28.66,13817.91,67.79,0.0,7.2,1.01,0.0,0.0,0.0,0.0
6,5.09,16.41,65.15,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,1.11,26.9,0.0,0.0,59.67,0.0,0.0,0.0,22.34,132.63,0.0,28.66,13838.25,67.79,0.0,7.2,0.99,0.0,0.0,0.0,0.0
7,5.08,16.17,65.32,0.38,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,25.72,0.0,0.0,60.21,0.0,0.0,0.0,21.16,132.63,0.0,27.49,13860.59,67.79,0.0,7.2,1.0,0.0,0.0,0.0,0.0
8,5.03,16.12,64.62,5.75,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,62.73,0.0,0.0,0.48,22.34,132.63,0.0,27.49,13881.75,57.96,0.0,7.2,1.02,0.0,0.0,0.0,0.0
9,5.02,15.92,61.7,14.88,0.0,2.75,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,66.18,3.19,0.0,0.0,22.34,132.63,0.0,27.92,13904.09,57.96,0.0,7.2,1.06,0.0,0.0,0.0,0.0
10,5.04,15.73,60.4,22.95,0.0,2.88,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,69.09,0.0,0.0,7.0,22.34,135.5,0.0,27.92,13926.42,57.96,0.0,7.2,1.09,0.0,0.0,0.0,0.0
11,5.08,15.81,61.94,26.27,0.0,2.91,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,71.22,0.0,0.0,9.88,22.34,135.5,0.0,34.21,13948.76,57.96,0.0,7.2,1.12,0.0,0.0,0.0,0.0
12,5.11,15.99,62.23,25.35,0.0,3.01,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,73.9,0.0,0.0,6.89,22.34,135.5,0.0,43.11,13971.1,57.96,0.0,7.2,1.15,0.0,0.0,0.0,0.0
13,5.13,16.18,62.02,19.65,0.0,3.06,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,74.86,0.0,0.0,0.27,22.34,135.5,0.0,49.31,13993.44,57.96,0.0,7.2,1.16,0.0,0.0,0.0,0.0
14,5.14,16.37,61.35,11.61,0.0,2.8,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,20.46,0.0,0.0,74.96,0.0,0.0,0.0,15.9,135.5,0.0,49.55,14015.78,67.79,0.0,7.2,1.16,0.0,0.0,0.0,0.0
15,5.16,16.58,62.64,3.33,0.0,2.69,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,16.35,0.0,0.0,73.55,0.0,0.0,0.0,11.78,135.5,0.0,49.55,14031.67,67.79,0.0,7.2,1.14,0.0,0.0,0.0,0.0
16,5.15,16.75,63.65,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,16.26,0.0,0.0,71.49,0.0,0.0,0.0,11.69,135.5,0.0,49.55,14043.46,67.79,0.0,7.2,1.12,0.0,0.0,0.0,0.0
17,5.12,16.82,63.71,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.84,0.0,0.0,73.43,0.0,0.0,0.0,10.28,135.5,0.0,49.55,14055.15,67.79,0.0,7.2,1.14,0.0,0.0,0.0,0.0
18,5.08,16.72,62.74,0.0,0.0,2.97,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.07,0.0,0.0,79.03,0.0,0.0,0.0,5.5,135.5,0.0,49.55,14065.43,67.79,0.0,7.2,1.2,0.0,0.0,0.0,0.0
19,5.03,16.42,61.31,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.34,0.0,0.0,84.11,0.0,0.0,0.0,0.78,135.5,0.0,49.55,14070.93,67.79,0.0,7.2,1.26,0.0,0.0,0.0,0.0
20,4.97,16.09,58.94,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.64,1.93,0.0,85.16,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14071.71,67.79,0.0,7.2,1.27,0.0,0.0,0.0,0.0
21,4.89,15.64,56.89,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.63,1.94,0.0,82.55,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14069.78,67.79,0.0,7.2,1.24,0.0,0.0,0.0,0.0
22,4.8,15.04,55.25,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.49,1.08,0.0,79.08,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14067.84,67.79,0.0,7.2,1.2,0.0,0.0,0.0,0.0
23,4.69,14.32,52.89,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.14,2.43,0.0,77.61,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14066.77,67.79,0.0,7.2,1.19,0.0,0.0,0.0,0.0
24,4.64,13.75,50.78,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.49,4.07,0.0,76.73,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14064.34,67.79,0.0,7.2,1.18,0.0,0.0,0.0,0.0
25,4.59,13.3,49.46,0.0,0.0,2.71,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,1.47,3.09,0.0,73.05,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14060.27,67.79,0.0,7.2,1.14,0.0,0.0,0.0,0.0
26,4.5,12.84,48.23,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.52,1.04,0.0,68.16,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14057.17,67.79,0.0,7.2,1.08,0.0,0.0,0.0,0.0
27,4.46,12.47,47.0,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.18,1.38,0.0,66.81,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14056.13,67.79,0.0,7.2,1.07,0.0,0.0,0.0,0.0
28,4.43,12.01,46.77,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.11,1.46,0.0,66.17,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14054.74,67.79,0.0,7.2,1.06,0.0,0.0,0.0,0.0
29,4.37,11.34,45.62,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,1.82,2.74,0.0,66.04,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14053.28,67.79,0.0,7.2,1.06,0.0,0.0,0.0,0.0
30,4.27,10.41,43.02,0.0,0.0,2.23,0.0,0.0,3.53,0.0,2.01,4.96,0.0,0.0,0.0,0.0,0.0,4.57,0.0,66.9,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14050.54,141.04,0.0,7.2,1.07,0.0,0.0,0.0,0.0
31,4.11,9.32,39.86,0.98,0.0,2.33,0.0,0.0,14.29,0.0,8.15,4.96,0.66,0.0,0.0,0.0,0.0,5.72,0.0,70.37,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14045.97,162.79,0.0,7.2,1.11,0.0,0.0,0.0,0.0
32,3.87,8.08,34.84,9.74,0.0,2.5,0.0,0.0,14.29,0.0,8.15,4.96,2.55,0.0,0.0,0.0,0.0,9.05,0.0,74.68,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14040.25,162.79,0.0,7.2,1.16,0.0,0.0,0.0,0.0
33,3.42,6.31,28.98,20.52,0.0,2.88,0.0,0.0,14.29,0.0,8.15,4.96,3.46,0.0,0.0,0.0,0.0,10.64,0.0,78.67,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14031.2,162.79,0.0,7.2,1.2,0.0,0.0,0.0,0.0
34,2.83,4.53,26.87,31.98,0.0,3.22,0.0,0.0,11.16,0.0,6.36,4.96,0.0,0.0,0.0,0.0,0.0,4.57,0.0,80.75,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14020.57,141.04,0.0,7.2,1.22,0.0,0.0,0.0,0.0
35,2.44,3.34,27.37,38.95,0.0,3.44,0.0,0.0,2.61,0.0,1.49,4.96,0.0,0.0,0.0,0.0,0.0,4.57,0.0,81.99,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14016.0,141.04,0.0,7.2,1.24,0.0,0.0,0.0,0.0
36,2.14,2.63,27.59,40.21,0.0,3.73,0.0,0.0,4.03,0.0,2.3,4.96,0.0,0.0,0.0,0.0,0.0,4.57,0.0,83.56,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14011.43,141.04,0.0,7.2,1.25,0.0,0.0,0.0,0.0
37,1.99,2.46,27.9,34.96,0.0,3.64,0.0,0.0,14.29,0.0,8.15,4.96,1.49,0.0,0.0,0.0,0.0,7.19,0.0,85.55,0.0,0.0,0.0,0.0,135.5,0.0,49.55,14006.87,162.79,0.0,7.2,1.28,0.0,0.0,0.0,0.0
38,1.89,2.53,27.48,25.01,0.0,3.31,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,1.69,0.0,24.57,0.0,86.4,0.0,0.0,0.0,0.0,135.5,0.0,49.55,13999.68,200.98,0.0,7.2,1.28,0.0,0.0,0.0,0.0
39,1.88,2.74,29.34,8.45,0.0,2.97,11.59,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,3.13,0.0,24.57,0.0,84.61,0.0,0.0,0.0,0.0,135.5,0.0,47.77,13975.12,200.98,1.26,7.2,0.0,0.0,0.0,0.0,0.0
40,1.9,2.75,31.01,0.04,0.0,3.07,8.05,9.01,14.29,3.6,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,82.13,0.0,0.0,0.0,0.0,135.5,0.0,44.48,13950.55,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.44
41,1.88,2.44,29.66,0.0,0.0,3.38,12.86,5.86,14.29,2.34,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,84.27,0.0,0.0,0.0,0.0,127.5,0.0,44.48,13925.98,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.46
42,1.85,1.99,26.48,0.0,0.0,3.78,12.86,28.98,14.29,11.59,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,90.26,0.0,0.0,0.0,0.0,119.5,0.0,44.48,13901.42,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.53
43,1.85,1.6,23.06,0.0,0.0,4.13,12.86,35.38,14.29,14.15,8.15,4.96,11.4,0.0,0.0,12.39,0.0,24.57,0.0,94.54,0.0,0.0,0.0,0.0,111.5,0.0,44.48,13876.85,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.37
44,1.87,1.36,20.15,0.0,0.0,4.06,12.86,50.48,14.29,20.19,8.15,4.96,11.4,7.2,0.0,0.8,0.0,24.57,0.0,92.99,0.0,0.0,0.0,0.0,111.5,0.0,31.44,13852.29,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.56
45,1.8,1.12,18.22,0.0,0.0,3.82,12.86,59.22,14.29,23.69,8.15,4.96,11.4,0.0,0.0,3.58,0.0,24.57,0.0,89.58,0.0,0.0,0.0,0.0,103.5,0.0,30.59,13827.72,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.32
46,1.67,0.88,17.02,0.0,0.0,3.68,12.86,45.11,14.29,18.05,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,85.85,0.0,0.0,0.0,0.0,103.5,0.0,26.83,13803.16,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.48
47,1.57,0.75,16.71,0.0,0.0,3.62,12.86,59.22,14.29,23.69,8.15,4.96,11.4,0.0,0.0,0.57,0.0,24.57,0.0,84.26,0.0,0.0,0.0,0.0,95.5,0.0,26.83,13778.59,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.26
48,1.51,0.73,16.87,0.0,0.0,3.44,12.86,56.53,14.29,22.61,8.15,4.96,11.4,0.7,0.0,0.0,0.0,24.57,0.0,83.23,0.0,0.0,0.0,0.0,95.5,0.0,26.23,13754.03,200.98,0.0,6.5,0.0,0.0,0.0,0.0,1.95
49,1.48,0.77,16.95,0.0,0.0,3.36,1.88,59.22,14.29,23.69,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,79.83,0.0,0.0,0.0,0.0,94.72,0.0,26.23,13729.46,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.41
50,1.48,0.9,16.75,0.0,0.0,3.04,12.86,7.11,14.29,2.84,8.15,4.96,11.4,0.0,0.0,12.39,0.0,24.57,0.0,74.76,0.0,0.0,0.0,0.0,86.72,0.0,26.23,13704.89,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.16
51,1.52,1.28,16.66,0.0,0.0,2.84,12.86,33.45,14.29,13.38,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,73.04,0.0,0.0,0.0,0.0,86.72,0.0,13.19,13680.33,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.14
52,1.58,1.61,16.94,0.0,0.0,2.54,0.0,44.17,14.29,17.67,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,72.05,0.0,0.0,0.0,0.0,86.72,0.0,13.19,13655.76,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.33
53,1.62,1.56,17.12,0.0,0.0,2.4,12.86,30.46,14.29,12.18,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,72.24,0.0,0.0,0.0,0.0,78.72,0.0,13.19,13631.2,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.13
54,1.62,1.52,17.11,0.0,0.0,2.36,12.86,36.61,14.29,14.64,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,74.62,0.0,0.0,0.0,0.0,78.72,0.0,13.19,13606.63,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.15
55,1.65,1.69,17.37,1.81,0.0,2.4,12.86,25.81,14.29,10.32,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,79.8,0.0,0.0,0.0,0.0,78.72,0.0,13.19,13582.07,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.41
56,1.67,1.93,16.82,14.5,0.0,2.71,12.86,20.55,14.29,8.22,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,83.21,0.0,0.0,0.0,0.0,70.72,0.0,13.19,13557.5,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.25
57,1.7,2.14,15.93,28.5,0.0,3.02,9.74,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.53,0.0,0.0,0.0,0.0,70.72,0.0,13.19,13532.93,200.98,0.0,7.2,1.27,0.0,0.0,0.0,0.0
58,1.73,2.36,16.57,38.66,0.0,3.4,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,86.4,0.0,0.0,0.82,0.0,70.72,0.0,13.19,13508.37,171.84,0.0,7.2,1.28,0.0,0.0,0.0,0.0
59,1.8,2.84,17.48,44.02,0.0,3.56,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,86.6,0.0,0.0,7.61,0.0,70.72,0.0,13.93,13483.8,171.84,0.0,7.2,1.29,0.0,0.0,0.0,0.0
60,1.85,3.42,18.44,43.66,0.0,3.52,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,87.06,0.0,0.0,8.34,0.0,70.72,0.0,20.78,13459.24,171.84,0.0,7.2,1.29,0.0,0.0,0.0,0.0
61,1.93,3.83,19.05,37.44,0.0,3.55,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,88.8,0.0,0.0,1.52,0.0,70.72,0.0,28.28,13434.67,171.84,0.0,7.2,1.31,0.0,0.0,0.0,0.0
62,2.03,4.35,19.48,24.96,0.0,3.17,10.74,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,89.24,0.0,0.0,0.0,0.0,70.72,0.0,29.65,13410.11,200.98,0.0,7.2,1.32,0.0,0.0,0.0,0.0
63,2.19,5.36,21.79,8.47,0.0,2.85,12.86,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,9.68,0.0,24.57,0.0,87.7,0.0,0.0,0.0,0.0,70.72,0.0,29.65,13385.54,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.3
64,2.38,6.33,24.1,0.05,0.0,2.6,12.86,31.43,14.29,12.57,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.39,0.0,0.0,0.0,0.0,70.72,0.0,19.46,13360.98,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.27
65,2.52,6.89,25.05,0.0,0.0,2.86,0.0,46.78,14.29,18.71,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,87.74,0.0,0.0,0.0,0.0,70.72,0.0,19.46,13336.41,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.5
66,2.66,7.16,25.77,0.0,0.0,3.24,12.86,27.43,14.29,10.97,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,94.35,0.0,0.0,0.0,0.0,62.72,0.0,19.46,13311.84,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.57
67,2.77,7.2,26.27,0.0,0.0,3.86,12.86,20.4,14.29,8.16,8.15,4.96,11.4,0.0,0.0,12.39,0.0,24.57,0.0,98.0,0.0,0.0,0.0,0.0,54.72,0.0,19.46,13287.28,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.41
68,2.93,7.02,26.32,0.0,0.0,3.77,0.54,59.22,14.29,23.69,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,95.97,0.0,0.0,0.0,0.0,54.72,0.0,6.42,13262.71,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.59
69,2.96,6.35,26.27,0.0,0.0,3.49,12.86,39.46,14.29,15.78,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,92.21,0.0,0.0,0.0,0.0,46.72,0.0,6.42,13238.15,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.35
70,2.91,5.57,25.94,0.0,0.0,3.52,12.86,32.18,14.29,12.87,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,88.16,0.0,0.0,0.0,0.0,46.72,0.0,6.42,13213.58,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.3
71,2.84,5.03,25.42,0.0,0.0,3.61,12.86,12.3,14.29,4.92,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,86.39,0.0,0.0,0.0,0.0,46.72,0.0,6.42,13189.02,200.98,0.0,0.0,0.0,0.0,0.0,0.0,8.48
72,2.72,5.02,24.13,0.0,0.0,3.33,12.86,27.8,14.29,11.12,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,83.68,0.0,0.0,0.0,0.0,38.72,0.0,6.42,13164.45,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.25
73,2.64,5.54,23.0,0.0,0.0,3.18,12.86,21.1,14.29,8.44,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,80.16,0.0,0.0,0.0,0.0,38.72,0.0,6.42,13139.89,200.98,0.0,7.2,0.0,0.0,0.0,0.0,1.22
74,2.58,6.31,22.14,0.0,0.0,2.97,9.36,0.0,14.29,0.0,8.15,4.96,11.4,7.2,0.0,0.0,0.0,24.57,0.0,75.07,0.0,0.0,0.0,0.0,38.72,0.0,6.42,13115.32,200.98,0.0,0.0,8.36,0.0,0.0,0.0,0.0
75,2.7,7.45,22.0,0.0,0.0,2.75,0.0,35.9,14.29,14.36,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,73.75,0.0,0.0,0.0,0.0,30.72,0.0,6.42,13090.75,200.98,0.0,7.2,1.15,0.0,0.0,0.0,0.0
76,2.91,8.56,23.37,0.0,0.0,2.61,10.89,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,72.84,0.0,0.0,0.0,0.0,30.72,0.0,6.42,13066.19,200.98,0.0,7.2,1.14,0.0,0.0,0.0,0.0
77,3.1,9.53,25.71,0.0,0.0,2.63,7.53,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,72.99,0.0,0.0,0.0,0.0,30.72,0.0,6.42,13041.62,200.98,0.0,7.2,1.14,0.0,0.0,0.0,0.0
78,3.21,10.45,28.19,0.0,0.0,2.68,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,6.1,0.0,24.57,0.0,75.13,0.0,0.0,0.0,0.0,30.72,0.0,6.42,13017.06,200.98,0.0,7.2,1.16,0.0,0.0,0.0,0.0
79,3.27,11.14,31.13,1.8,0.0,2.8,0.0,13.15,14.29,5.26,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,79.9,0.0,0.0,0.0,0.0,30.72,0.0,0.0,12992.49,200.98,0.0,7.2,1.21,0.0,0.0,0.0,0.0
80,3.24,11.63,32.48,13.06,0.0,3.01,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,83.21,0.0,0.0,4.72,0.0,30.72,0.0,0.0,12967.93,162.79,0.0,7.2,1.25,0.0,0.0,0.0,0.0
81,3.1,11.35,31.18,25.59,0.0,3.18,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.48,6.55,0.0,6.87,0.0,30.72,0.0,4.25,12943.36,162.79,0.0,7.2,1.27,0.0,0.0,0.0,0.0
82,3.05,10.86,31.23,34.4,0.0,3.41,0.0,0.0,14.29,0.0,8.15,4.96,3.08,0.0,0.0,0.0,0.0,9.96,0.0,86.36,6.55,0.0,6.23,0.0,36.61,0.0,10.43,12918.8,162.79,0.0,7.2,1.28,0.0,0.0,0.0,0.0
83,3.19,10.79,31.25,38.39,0.0,3.73,0.0,0.0,14.29,0.0,8.15,4.96,5.13,0.0,0.0,0.0,0.0,13.57,0.0,86.65,6.55,0.0,12.39,0.0,42.5,0.0,16.04,12908.83,162.79,0.0,7.2,1.29,0.0,0.0,0.0,0.0
84,3.33,11.07,30.65,37.46,0.0,3.89,0.0,0.0,14.29,0.0,8.15,4.96,6.2,0.0,0.0,0.0,0.0,15.45,0.0,86.78,6.55,0.0,12.39,0.0,48.4,0.0,27.18,12895.27,162.79,0.0,7.2,1.29,0.0,0.0,0.0,0.0
85,3.34,11.51,30.33,31.99,0.0,3.92,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,88.57,6.55,0.0,10.47,0.0,54.29,0.0,38.33,12879.82,162.79,0.0,7.2,1.31,0.0,0.0,0.0,0.0
86,3.27,11.81,29.97,21.85,0.0,3.72,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,88.94,6.19,0.0,0.0,0.0,60.18,0.0,47.76,12855.25,162.79,0.0,7.2,1.31,0.0,0.0,0.0,0.0
87,3.3,12.48,36.05,7.59,0.0,3.64,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,87.33,0.0,0.0,0.23,0.0,65.75,0.0,47.76,12830.68,162.79,0.0,7.2,1.29,0.0,0.0,0.0,0.0
88,3.44,13.33,46.44,0.01,0.0,3.56,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,85.28,6.02,0.0,0.0,0.0,65.75,0.0,47.96,12806.12,162.79,0.0,7.2,1.27,0.0,0.0,0.0,0.0
89,3.43,13.66,50.66,0.0,0.0,3.69,0.0,0.0,14.29,0.0,8.15,4.96,11.4,0.0,0.0,0.0,0.0,24.57,0.0,87.63,6.55,0.0,1.76,0.0,71.17,0.0,47.96,12781.55,162.79,0.0,7.2,1.3,0.0,0.0,0.0,0.0
