,Generation ->,,,,,,,,,,,,,,,,Consumption ->,,,,Storage input ->,,,,State of charge ->,,,,Dual Value,Reserves ->
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,SC,electricity_demand,pump,elecStr1,elecStr4,hydrogen,pump,elecStr1,elecStr4,hydrogen,elec balance,lake,phs,ocgt,ccgt,nuc,h2_ccgt,SC
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,synchronous condenser,electricity_demand,phs,battery1,battery4,hydrogen,phs,battery1,battery4,hydrogen,,lake and reservoirs,pumped hydroelectric energy storage,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,synchronous condenser
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GWe,GWe,GWe,GWth,GWe,GWe,GWe,GWth,Euros/MWe
5345,4.21,12.97,41.54,7.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.0,12.0,0.0,0.0,64.3,0.0,0.0,0.0,7.43,72.45,0.0,49.55,7601.73,15.53,0.0,0.0,0.0,0.0,0.0,8.24,0.0
5346,4.18,12.95,35.95,0.79,0.0,2.48,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,6.89,4.57,0.0,0.0,62.11,0.0,0.0,0.0,0.0,64.45,0.0,49.55,7609.16,15.53,0.0,7.2,0.0,0.0,0.0,0.0,1.02
5347,4.09,13.16,33.73,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,11.43,0.0,0.0,63.09,0.0,0.0,0.0,6.87,64.45,0.0,42.3,7609.16,15.53,0.0,0.0,0.0,0.0,0.0,0.0,8.23
5348,3.95,13.53,32.6,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,5.73,4.57,0.0,0.0,64.66,0.0,0.0,0.0,0.0,56.45,0.0,29.26,7616.03,15.53,0.0,0.0,0.0,0.0,0.0,0.0,8.25
5349,3.65,13.75,31.72,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,6.47,4.57,0.0,0.0,64.28,0.0,0.0,0.0,0.0,48.45,0.0,23.23,7616.03,15.53,0.0,0.0,0.0,0.0,0.0,0.0,8.24
5350,3.33,14.12,32.64,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,11.8,0.0,0.0,61.48,0.0,0.0,0.0,7.23,40.45,0.0,16.41,7616.03,15.53,0.0,0.0,0.0,0.0,0.0,0.0,8.21
5351,3.18,14.41,33.98,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,0.0,4.91,0.0,0.0,4.57,0.0,0.0,58.14,0.0,0.0,0.0,0.0,32.45,0.0,3.37,7623.26,15.53,0.0,2.29,0.0,0.0,0.0,0.0,5.89
5352,3.18,14.54,34.98,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,3.21,8.33,0.0,0.0,52.44,0.0,0.0,0.0,3.76,26.99,0.0,3.37,7623.26,15.53,0.0,7.2,0.0,0.0,0.0,0.91,0.0
5353,3.22,14.46,36.21,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.5,0.0,0.0,47.22,0.0,0.0,0.0,5.94,26.99,0.0,0.0,7627.02,15.53,0.85,7.2,0.0,0.0,0.0,0.0,0.0
5354,3.25,14.31,37.19,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.43,0.0,0.0,41.43,0.0,0.0,0.0,10.87,26.99,0.0,0.0,7632.96,15.53,0.79,7.2,0.0,0.0,0.0,0.0,0.0
5355,3.44,14.29,37.38,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.0,22.7,0.0,0.0,39.25,0.0,0.0,0.0,18.13,26.99,0.0,0.0,7643.83,15.53,7.97,0.0,0.0,0.0,0.0,0.0,0.0
5356,3.65,14.47,37.15,0.01,0.0,2.2,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,18.34,0.0,0.0,37.98,0.0,0.0,0.0,13.78,18.99,0.0,0.0,7661.96,15.53,0.75,7.2,0.0,0.0,0.0,0.0,0.0
5357,3.82,14.62,35.04,2.12,0.0,2.18,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,19.11,0.0,0.0,37.26,0.0,0.0,0.0,14.54,18.99,0.0,0.0,7675.73,15.53,0.74,7.2,0.0,0.0,0.0,0.0,0.0
5358,4.01,14.91,36.61,10.11,0.0,2.16,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,35.49,1.38,0.0,0.0,22.34,18.99,0.0,0.0,7690.27,12.58,0.0,7.2,0.72,0.0,0.0,0.0,0.0
5359,4.12,15.06,42.15,23.78,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,36.45,6.55,0.0,0.0,22.34,20.22,0.0,0.0,7712.61,-0.0,0.0,7.2,0.73,0.0,0.0,0.0,0.0
5360,4.07,14.96,45.43,38.76,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,40.01,6.55,0.0,12.39,22.34,26.12,0.0,0.0,7734.95,-0.0,0.0,7.2,0.77,0.0,0.0,0.0,0.0
5361,3.93,14.67,46.75,50.12,0.0,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,43.59,6.55,0.0,0.0,22.34,32.01,0.0,11.15,7757.29,-0.0,0.0,7.2,0.81,0.0,0.0,0.0,0.0
5362,3.7,14.59,47.75,56.78,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,47.21,6.55,0.0,12.39,22.34,37.91,0.0,11.15,7779.63,-0.0,0.0,7.2,0.85,0.0,0.0,0.0,0.0
5363,3.54,14.78,50.03,60.26,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,51.1,6.55,0.0,0.0,22.34,43.8,0.0,22.3,7801.96,-0.0,0.0,7.2,0.9,0.0,0.0,0.0,0.0
5364,3.54,15.21,53.15,59.96,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,56.79,6.55,0.0,0.0,22.34,49.69,0.0,22.3,7824.3,-0.0,0.0,7.2,0.96,0.0,0.0,0.0,0.0
5365,3.68,15.67,56.19,55.7,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,59.93,6.55,0.0,12.39,22.34,55.59,0.0,22.3,7846.64,-0.0,0.0,7.2,0.99,0.0,0.0,0.0,0.0
5366,3.88,16.15,58.4,47.47,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,63.21,6.55,0.0,7.11,22.34,61.48,0.0,33.45,7868.98,-0.0,0.0,7.2,1.03,0.0,0.0,0.0,0.0
5367,4.11,16.51,59.08,35.31,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,64.22,6.55,0.0,10.79,22.34,67.37,0.0,39.84,7891.31,-0.0,0.0,7.2,1.04,0.0,0.0,0.0,0.0
5368,4.32,16.39,56.78,21.65,0.0,2.33,0.0,0.0,0.0,0.0,0.0,3.65,0.0,0.0,0.0,0.0,26.9,0.0,0.0,62.7,6.55,0.0,0.0,22.34,73.27,0.0,49.55,7913.65,10.0,0.0,7.2,1.02,0.0,0.0,0.0,0.0
5369,4.4,16.17,54.29,8.6,0.0,2.38,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,5.17,26.9,0.0,0.0,60.1,0.0,0.0,0.0,22.34,79.16,0.0,49.55,7935.99,15.53,1.0,7.2,0.0,0.0,0.0,0.0,0.0
5370,4.38,16.0,54.31,1.09,0.0,2.59,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,9.62,26.9,0.0,0.0,57.07,0.0,0.0,0.0,22.34,79.16,0.0,44.11,7958.33,15.53,0.96,7.2,0.0,0.0,0.0,0.0,0.0
5371,4.21,16.03,54.7,0.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,18.29,0.0,0.0,58.29,0.0,0.0,0.0,13.72,79.16,0.0,33.99,7980.66,15.53,0.98,7.2,0.0,0.0,0.0,0.0,0.0
5372,3.97,15.84,55.09,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,25.35,0.0,0.0,61.17,0.0,0.0,0.0,20.78,79.16,0.0,33.99,7994.38,15.53,1.01,7.2,0.0,0.0,0.0,0.0,0.0
5373,3.89,15.7,55.36,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,25.24,0.0,0.0,61.31,0.0,0.0,0.0,20.68,79.16,0.0,20.95,8015.17,15.53,1.01,7.2,0.0,0.0,0.0,0.0,0.0
5374,3.8,15.71,55.01,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,17.59,0.0,0.0,58.61,0.0,0.0,0.0,13.03,79.16,0.0,7.91,8035.84,15.53,0.98,7.2,0.0,0.0,0.0,0.0,0.0
5375,3.77,15.5,53.83,0.0,0.0,2.52,0.0,0.0,0.0,0.0,0.0,4.96,0.0,1.8,0.0,7.51,26.28,0.0,0.0,54.86,0.0,0.0,0.0,21.72,79.16,0.0,7.91,8048.87,15.53,2.74,5.4,0.0,0.0,0.0,0.0,0.0
5376,3.79,15.29,53.42,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.52,0.0,0.0,51.19,0.0,0.0,0.0,16.95,77.16,0.0,0.0,8070.59,15.53,0.9,7.2,0.0,0.0,0.0,0.0,0.0
5377,3.85,15.19,52.67,0.0,0.0,2.26,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,24.54,0.0,0.0,46.2,0.0,0.0,0.0,19.98,77.16,0.0,0.0,8087.54,15.53,0.0,7.2,0.84,0.0,0.0,0.0,0.0
5378,3.92,14.97,51.47,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,39.97,1.76,0.0,0.0,22.34,77.16,0.0,0.0,8107.51,12.58,0.0,7.2,0.77,0.0,0.0,0.0,0.0
5379,3.99,14.65,50.45,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,37.76,2.67,0.0,0.0,22.34,78.75,0.0,0.0,8129.85,12.58,0.0,7.2,0.75,0.0,0.0,0.0,0.0
5380,4.09,14.42,49.4,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,36.97,1.45,0.0,0.71,22.34,81.15,0.0,0.0,8152.19,12.58,0.0,7.2,0.74,0.0,0.0,0.0,0.0
5381,4.13,14.28,45.1,1.99,0.0,2.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.6,26.9,0.0,0.0,37.31,0.0,0.0,0.0,22.34,82.46,0.0,0.64,8174.53,14.72,0.0,7.2,0.74,0.0,0.0,0.0,0.0
5382,4.2,14.48,44.7,11.56,0.0,2.13,0.0,0.0,0.0,0.0,0.0,4.31,0.0,0.0,0.0,0.0,26.9,0.0,0.0,38.95,6.55,0.0,0.0,22.34,82.46,0.0,0.0,8196.86,10.0,0.0,7.2,0.76,0.0,0.0,0.0,0.0
5383,4.21,14.61,48.46,25.89,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,41.22,6.55,0.0,0.0,22.34,88.35,0.0,0.0,8219.2,-0.0,0.0,7.2,0.79,0.0,0.0,0.0,0.0
5384,4.07,14.49,47.74,39.62,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,45.46,6.55,0.0,12.39,22.34,94.25,0.0,0.0,8241.54,-0.0,0.0,7.2,0.83,0.0,0.0,0.0,0.0
5385,3.81,14.07,45.47,49.37,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,49.45,6.55,0.0,0.0,22.34,100.14,0.0,11.15,8263.88,-0.0,0.0,7.2,0.88,0.0,0.0,0.0,0.0
5386,3.5,13.41,43.06,55.3,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,52.7,6.55,0.0,12.39,22.34,106.03,0.0,11.15,8286.22,-0.0,0.0,7.2,0.91,0.0,0.0,0.0,0.0
5387,3.28,12.79,41.63,57.15,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,55.97,6.55,0.0,8.82,22.34,111.93,0.0,22.3,8308.55,-0.0,0.0,7.2,0.95,0.0,0.0,0.0,0.0
5388,3.3,12.38,41.37,58.3,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,60.35,6.55,0.0,12.39,22.34,117.82,0.0,30.23,8330.89,-0.0,0.0,7.2,1.0,0.0,0.0,0.0,0.0
5389,3.45,12.21,41.42,55.37,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,63.71,6.55,0.0,9.08,22.34,123.71,0.0,41.38,8353.23,-0.0,0.0,7.2,1.03,0.0,0.0,0.0,0.0
5390,3.64,12.18,41.56,45.74,0.0,2.6,0.0,0.0,0.0,0.0,0.0,3.81,0.0,0.0,0.0,0.0,26.9,0.0,0.0,67.11,6.55,0.0,0.0,22.34,129.61,0.0,49.55,8375.57,10.0,0.0,7.2,1.07,0.0,0.0,0.0,0.0
5391,3.85,12.23,41.71,35.38,0.0,2.44,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,24.88,0.0,0.0,67.39,0.0,0.0,0.0,20.32,135.5,0.0,49.55,8397.9,15.53,0.0,7.2,1.08,0.0,0.0,0.0,0.0
5392,3.99,12.04,39.65,21.6,0.0,2.37,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.02,0.0,0.0,65.92,0.0,0.0,0.0,9.45,135.5,0.0,49.55,8418.22,15.53,0.0,7.2,1.06,0.0,0.0,0.0,0.0
5393,4.02,11.51,35.57,8.59,0.0,2.4,0.0,0.0,0.0,0.0,0.0,4.96,0.0,2.39,0.0,0.0,4.57,0.0,0.0,63.36,0.0,0.0,0.0,0.0,135.5,0.0,49.55,8427.67,15.53,3.43,4.81,0.0,0.0,0.0,0.0,0.0
5394,3.91,10.82,33.68,1.06,0.0,2.54,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.14,0.0,2.88,4.57,0.0,0.0,60.9,0.0,0.0,0.0,0.0,132.84,0.0,49.55,8427.67,15.53,0.0,0.06,0.0,8.15,0.0,0.0,0.0
5395,3.72,10.23,34.72,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.13,0.0,4.21,4.57,0.0,0.0,61.52,0.0,0.0,0.0,0.0,124.9,0.0,46.52,8427.67,15.53,0.0,0.07,0.0,8.15,0.0,0.0,0.0
5396,3.53,9.59,35.16,0.0,0.0,2.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.3,4.57,0.0,0.0,62.12,0.0,0.0,0.0,0.0,116.98,0.0,42.09,8427.67,15.53,0.0,7.2,0.0,1.02,0.0,0.0,0.0
5397,3.28,9.09,34.54,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.12,0.0,6.93,4.57,0.0,0.0,62.43,0.0,0.0,0.0,0.0,116.98,0.0,29.14,8427.67,15.53,0.0,0.08,0.0,8.15,0.0,0.0,0.0
5398,3.03,8.66,33.91,0.0,0.0,2.56,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.16,0.0,5.12,4.57,0.0,0.0,59.31,0.0,0.0,0.0,0.0,109.06,0.0,21.85,8427.67,15.53,0.0,0.04,0.0,8.15,0.0,0.0,0.0
5399,2.83,8.17,33.06,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,10.19,4.57,0.0,0.0,55.95,0.0,0.0,0.0,0.0,101.11,0.0,16.45,8427.67,15.53,0.0,7.2,0.0,0.95,0.0,0.0,0.0
5400,2.7,7.73,32.18,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,4.96,0.0,4.11,0.0,2.27,4.57,0.0,0.0,50.62,0.0,0.0,0.0,0.0,101.11,0.0,5.73,8427.67,15.53,0.0,3.09,0.0,0.0,0.0,5.0,0.0
5401,2.67,7.39,31.52,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,2.15,3.76,0.81,0.0,46.05,0.0,0.0,0.0,0.0,96.54,0.0,3.33,8427.67,15.53,0.84,7.2,0.0,0.0,0.0,0.0,0.0
5402,2.61,7.17,30.65,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.63,0.0,0.0,40.22,0.0,0.0,0.0,1.07,96.54,0.0,1.08,8426.86,15.53,0.0,7.2,0.78,0.0,0.0,0.0,0.0
5403,2.55,6.83,28.83,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.61,0.0,0.0,38.04,0.0,0.0,0.0,1.04,96.54,0.0,1.08,8427.93,15.53,0.0,7.2,0.75,0.0,0.0,0.0,0.0
5404,2.48,6.49,27.13,0.0,0.0,2.29,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.83,0.0,0.0,36.9,0.0,0.0,0.0,0.26,96.54,0.0,1.08,8428.98,15.53,0.0,7.2,0.74,0.0,0.0,0.0,0.0
5405,2.28,6.22,23.41,2.02,0.0,2.18,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,1.02,4.57,0.0,0.0,36.02,0.0,0.0,0.0,0.0,96.54,0.0,1.08,8429.24,15.53,0.0,7.2,0.73,0.0,0.0,0.0,0.0
5406,1.95,5.64,19.78,12.55,0.0,2.18,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.78,0.0,0.0,35.35,0.0,0.0,0.0,4.22,96.54,0.0,0.0,8429.24,15.53,0.0,7.2,0.72,0.0,0.0,0.0,0.0
5407,1.55,5.32,20.71,29.02,0.0,2.23,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,20.41,0.0,0.0,36.57,0.0,0.0,0.0,15.84,96.54,0.0,0.0,8433.46,15.53,0.0,7.2,0.74,0.0,0.0,0.0,0.0
5408,1.09,5.22,21.81,44.76,0.0,2.35,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,40.31,4.0,0.0,0.0,22.34,96.54,0.0,0.0,8449.3,12.58,0.0,7.2,0.78,0.0,0.0,0.0,0.0
5409,0.82,5.59,24.29,56.07,0.0,2.49,0.0,0.0,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,26.9,0.0,0.0,44.17,6.55,0.0,5.85,22.34,100.14,0.0,0.0,8471.64,10.0,0.0,7.2,0.82,0.0,0.0,0.0,0.0
5410,0.74,6.16,28.05,62.55,0.0,2.54,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,26.9,0.0,0.0,48.03,6.55,0.0,12.39,22.34,106.03,0.0,5.27,8493.98,10.0,0.0,7.2,0.86,0.0,0.0,0.0,0.0
5411,0.86,6.83,32.21,65.38,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,51.8,6.55,0.0,12.39,22.34,111.93,0.0,16.42,8516.31,-0.0,0.0,7.2,0.9,0.0,0.0,0.0,0.0
5412,1.07,7.49,36.18,63.93,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,57.37,6.55,0.0,11.66,22.34,117.82,0.0,27.57,8538.65,10.0,0.0,7.2,0.97,0.0,0.0,0.0,0.0
5413,1.3,8.21,39.28,57.81,0.0,2.77,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,60.74,6.55,0.0,11.18,22.34,123.71,0.0,38.06,8560.99,10.0,0.0,7.2,1.0,0.0,0.0,0.0,0.0
5414,1.48,8.63,40.69,49.76,0.0,2.61,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,0.0,64.11,6.55,0.0,1.59,22.34,129.61,0.0,48.12,8583.33,10.0,0.0,7.2,1.04,0.0,0.0,0.0,0.0
5415,1.62,8.7,39.16,37.62,0.0,2.52,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,22.4,0.0,0.0,64.71,0.0,0.0,0.0,17.83,135.5,0.0,49.55,8605.67,15.53,0.0,7.2,1.05,0.0,0.0,0.0,0.0
5416,1.73,8.45,35.76,22.93,0.0,2.5,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.81,0.0,0.0,63.24,0.0,0.0,0.0,5.25,135.5,0.0,49.55,8623.49,15.53,0.0,7.2,1.03,0.0,0.0,0.0,0.0
5417,1.79,7.83,32.29,8.88,0.0,2.44,0.0,0.0,0.0,0.0,0.0,4.96,0.0,2.66,0.0,0.0,0.0,4.57,0.0,60.85,0.0,0.0,0.0,0.0,135.5,0.0,49.55,8628.74,19.18,3.67,4.54,0.0,0.0,0.0,0.0,0.0
5418,1.81,7.17,31.46,1.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.17,0.0,1.95,0.0,4.57,0.0,58.23,0.0,0.0,0.0,0.0,132.54,0.0,49.55,8624.18,19.18,0.0,0.03,0.0,8.15,0.0,0.0,0.0
5419,1.78,6.73,31.2,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.24,0.0,4.57,0.0,59.75,0.0,0.0,0.0,0.0,124.57,0.0,47.5,8619.61,19.18,0.0,7.2,0.0,0.99,0.0,0.0,0.0
5420,1.63,6.33,30.4,0.0,0.0,2.84,8.94,0.0,0.0,0.0,0.0,4.96,0.0,7.13,0.0,0.0,0.0,4.57,0.0,62.24,0.0,0.0,0.0,0.0,124.57,0.0,34.61,8615.04,19.18,0.0,0.07,0.0,8.15,0.0,0.0,0.0
5421,1.43,6.05,29.04,0.0,0.0,2.72,12.86,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,5.72,0.0,4.57,0.0,62.78,0.0,0.0,0.0,0.0,116.65,0.0,34.61,8610.48,19.18,0.0,7.2,0.0,1.02,0.0,0.0,0.0
5422,1.21,5.85,27.74,0.0,0.0,2.77,4.57,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,0.0,4.57,0.0,59.5,0.0,0.0,0.0,0.0,116.65,0.0,28.59,8605.91,19.18,0.0,7.2,0.0,0.99,0.0,0.0,0.0
5423,1.02,5.65,26.03,0.0,0.0,2.85,8.23,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.0,0.0,4.57,0.0,55.95,0.0,0.0,0.0,0.0,116.65,0.0,15.55,8601.35,19.18,0.0,0.0,0.0,8.15,0.0,0.0,0.0
5424,0.83,5.42,24.13,0.0,0.0,2.74,5.56,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.0,0.0,4.57,0.0,50.83,0.0,0.0,0.0,0.0,108.66,0.0,15.55,8596.78,19.18,0.0,0.0,0.0,0.0,0.0,8.09,0.0
5425,0.63,5.18,21.98,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,11.38,0.0,4.57,0.0,46.66,0.0,0.0,0.0,0.0,100.66,0.0,15.55,8592.21,19.18,0.0,7.2,0.0,0.0,0.0,0.85,0.0
5426,0.46,4.95,19.84,0.0,0.0,2.25,1.51,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.0,0.0,4.57,0.0,41.18,0.0,0.0,0.0,0.0,100.66,0.0,3.57,8587.65,19.18,0.0,0.0,0.0,0.0,0.0,7.99,0.0
5427,0.36,4.79,18.33,0.0,0.0,2.19,8.62,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,0.0,39.25,0.0,0.0,0.0,0.0,92.66,0.0,3.57,8583.08,19.18,0.0,7.2,0.0,0.0,0.0,0.77,0.0
5428,0.31,4.71,18.11,0.0,0.0,2.22,7.94,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,0.0,38.25,0.0,0.0,0.0,0.0,92.66,0.0,3.57,8578.51,19.18,0.75,7.2,0.0,0.0,0.0,0.0,0.0
5429,0.29,4.67,17.58,2.3,0.0,2.16,2.61,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,3.4,0.0,4.57,0.0,37.96,0.0,0.0,0.0,0.0,92.66,0.0,3.57,8573.95,19.18,0.75,7.2,0.0,0.0,0.0,0.0,0.0
5430,0.26,4.36,13.94,12.67,0.0,2.08,1.11,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,0.0,39.38,0.0,0.0,0.0,0.0,92.66,0.0,0.0,8569.38,19.18,0.0,7.2,0.77,0.0,0.0,0.0,0.0
5431,0.29,4.52,17.02,26.71,0.0,2.12,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.65,0.0,0.0,42.89,6.55,0.0,0.0,0.08,92.66,0.0,0.0,8564.82,15.53,0.0,7.2,0.81,0.0,0.0,0.0,0.0
5432,0.37,4.85,21.12,39.36,0.0,2.15,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.68,0.0,0.0,47.52,0.0,0.0,12.39,5.11,98.55,0.0,0.0,8564.9,15.53,0.0,7.2,0.86,0.0,0.0,0.0,0.0
5433,0.44,5.12,22.95,47.24,0.0,2.22,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.11,0.0,0.0,51.74,0.0,0.0,12.39,9.55,98.55,0.0,11.15,8570.01,15.53,0.0,7.2,0.9,0.0,0.0,0.0,0.0
