,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999508,269.86812760238024,153.82483273336499,1784.5207610363004,37.45962120872381,0.0,0.05002638161610449
