,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999553,269.6924115836563,153.724674602692,1784.2933056285726,37.46092511381647,0.0,0.05024693616183438
