,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999505,269.736773871393,153.74996110670196,1784.2608168368845,37.45477703671784,0.0,0.04981949529589754
