,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999587,269.860704252943,153.8206014241852,1784.5245122467352,37.459828640409576,0.0,0.04997108773489179
