,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999516,269.84616833734924,153.8123159522975,1784.536805418802,37.46255284668324,0.0,0.05024693616183438
