,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999616,269.86174335166925,153.8211937104602,1784.521555806935,37.4563286523569,0.0,0.04976420141468484
