,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999548,269.9790911569738,153.888081959483,1784.1721176018038,37.50086507139237,0.0,0.05024693616183438
