,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999528,269.83911409095714,153.80829503185484,1784.2484901144812,37.49033920299912,0.0,0.05024693616183438
