,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999516,269.7237899586824,153.7425602764577,1784.2627013038323,37.448492319966306,0.0,0.04928146666753526
