,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.7196773299952,269.99999989134307,153.89999993807243,1784.7803684503642,37.46434797727713,0.0,0.05024693616183438
