,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999528,269.7621507121556,153.7644259059374,1784.2824591990525,37.48173907019777,0.0,0.05024693616183438
