,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999573,269.9194715989563,153.85409881141373,1784.5143976307893,37.477273650560036,0.0,0.05024693616183438
