,onshore,pv_g,pv_c,river,lake,biogas2,ccgt,nuc,phs,battery4,ll
0,0.0,0.0,0.0,0.0,137.71967732999562,269.88099899841717,153.83216942910624,1784.5313648695383,37.47292059587371,0.0,0.05024693616183438
