onshore,25.0
pv_g,6.15
pv_c,15.0
river,14.85
lake,11.375
nuc,115.0
ocgt,16.5
ccgt,40.0
phs,7.5
battery1,8.925
battery4,21.0
SC,3.0
biogas1,0.0
biogas2,0.0
electrolysis,5.25
h2_ccgt,40.0
hydrogen,0.0
ll,0.0
