biogas1,0.08
biogas2,0.08
battery1,1.00E-06
battery4,1.00E-06
phs,1.00E-06
hydrogen,1.00E-07
nuc,0.01
onshore,0
pv_g,0
pv_c,0
river,0
lake,0
ocgt,0
ccgt,0
h2_ccgt,0
electrolysis,0.0024
SC,0
ll,10
